label,text,source,has_url,label_id,text_original,text_normalized,urls,url_count,url_count.1,url_total_length,url_max_length,url_digit_count,url_dot_count,url_hyphen_count,url_slash_count,url_has_https,url_has_ip,url_has_at,url_is_shortened,text_for_model,character_length,url_count.2,url_total_length.1,url_max_length.1,url_digit_count.1,url_dot_count.1,url_hyphen_count.1,url_slash_count.1,url_has_https.1,url_has_ip.1,url_has_at.1,url_is_shortened.1,url_count,url_total_length,url_max_length,url_digit_count,url_dot_count,url_hyphen_count,url_slash_count,url_has_https,url_has_ip,url_has_at,url_is_shortened
smish,আপনার মোবাইল নম্বর যাচাই করতে এখানে ক্লিক করুন: [mobileverify.com/VerifyBD],Bengali,1,2,আপনার মোবাইল নম্বর যাচাই করতে এখানে ক্লিক করুন: [mobileverify.com/VerifyBD],আপনার মোবাইল নম্বর যাচাই করতে এখানে ক্লিক করুন: [mobileverify.com/VerifyBD],['mobileverify.com/VerifyBD'],1,1,25,25,0,1,0,1,0,0,0,0,আপনার মোবাইল নম্বর যাচাই করতে এখানে ক্লিক করুন: [ [URL] ],57,1,25,25,0,1,0,1,0,0,0,0,1,25,25,0,1,0,1,0,0,0,0
smish,আপনার মোবাইল রিচার্জ করতে কল করুন: +8801818899001,Bengali,0,2,আপনার মোবাইল রিচার্জ করতে কল করুন: +8801818899001,আপনার মোবাইল রিচার্জ করতে কল করুন: +8801818899001,[],0,0,0,0,0,0,0,0,0,0,0,0,আপনার মোবাইল রিচার্জ করতে কল করুন: +8801818899001,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smish,আপনার পুরস্কারের টাকা পেতে কল করুন: +8801811234567,Bengali,0,2,আপনার পুরস্কারের টাকা পেতে কল করুন: +8801811234567,আপনার পুরস্কারের টাকা পেতে কল করুন: +8801811234567,[],0,0,0,0,0,0,0,0,0,0,0,0,আপনার পুরস্কারের টাকা পেতে কল করুন: +8801811234567,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smish,"অভিনন্দন!! দারাজ থেকে BDT 5,000 গিফট ভাউচার পান। দাবির জন্য লিঙ্কে ক্লিক করুন: www.face3b00kurl.com।",Bengali,1,2,"অভিনন্দন!! দারাজ থেকে BDT 5,000 গিফট ভাউচার পান। দাবির জন্য লিঙ্কে ক্লিক করুন: www.face3b00kurl.com।","অভিনন্দন!! দারাজ থেকে BDT 5,000 গিফট ভাউচার পান। দাবির জন্য লিঙ্কে ক্লিক করুন: www.face3b00kurl.com।","['www.', 'face3b00kurl.com']",2,2,20,16,3,2,0,0,0,0,0,0,"অভিনন্দন!! দারাজ থেকে BDT 5,000 গিফট ভাউচার পান। দাবির জন্য লিঙ্কে ক্লিক করুন:  [URL]  [URL] ।",94,2,20,16,3,2,0,0,0,0,0,0,2,20,16,3,2,0,0,0,0,0,0
normal,"আম্মু, আমার পরীক্ষার রেজাল্ট কাল বের হবে। দোয়া করবেন।",Bengali,0,0,"আম্মু, আমার পরীক্ষার রেজাল্ট কাল বের হবে। দোয়া করবেন।","আম্মু, আমার পরীক্ষার রেজাল্ট কাল বের হবে। দোয়া করবেন।",[],0,0,0,0,0,0,0,0,0,0,0,0,"আম্মু, আমার পরীক্ষার রেজাল্ট কাল বের হবে। দোয়া করবেন।",54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smish,"ঈদ উপলয়ে ব্রাক ব্যাংক সবার বিকাশ একাউন্টে ১০০০ টাকা করে দিচ্ছে বোনাস হিসাবে। আমি এইমাত্র বিকাশের ওয়েবসাইটে আমার নাম্বার বসিয়ে টাকা নিলাম। আপনি যদি | এখনো না পেয়ে থাকেন তাহলে নিচের লিংকে ঢুকে আপনার বিকাশ নম্বর দিন আর সাথে সাথে পেয়ে যাবেন ১০০০ টাকা।
লিংকঃ https://bit.ly/bKash_1000",Bengali,1,2,"ঈদ উপলয়ে ব্রাক ব্যাংক সবার বিকাশ একাউন্টে ১০০০ টাকা করে দিচ্ছে বোনাস হিসাবে। আমি এইমাত্র বিকাশের ওয়েবসাইটে আমার নাম্বার বসিয়ে টাকা নিলাম। আপনি যদি | এখনো না পেয়ে থাকেন তাহলে নিচের লিংকে ঢুকে আপনার বিকাশ নম্বর দিন আর সাথে সাথে পেয়ে যাবেন ১০০০ টাকা।
লিংকঃ https://bit.ly/bKash_1000",ঈদ উপলয়ে ব্রাক ব্যাংক সবার বিকাশ একাউন্টে ১০০০ টাকা করে দিচ্ছে বোনাস হিসাবে। আমি এইমাত্র বিকাশের ওয়েবসাইটে আমার নাম্বার বসিয়ে টাকা নিলাম। আপনি যদি | এখনো না পেয়ে থাকেন তাহলে নিচের লিংকে ঢুকে আপনার বিকাশ নম্বর দিন আর সাথে সাথে পেয়ে যাবেন ১০০০ টাকা। লিংকঃ https://bit.ly/bKash_1000,['https://bit.ly/bKash_1000'],1,1,25,25,4,1,0,3,1,0,0,1,ঈদ উপলয়ে ব্রাক ব্যাংক সবার বিকাশ একাউন্টে ১০০০ টাকা করে দিচ্ছে বোনাস হিসাবে। আমি এইমাত্র বিকাশের ওয়েবসাইটে আমার নাম্বার বসিয়ে টাকা নিলাম। আপনি যদি | এখনো না পেয়ে থাকেন তাহলে নিচের লিংকে ঢুকে আপনার বিকাশ নম্বর দিন আর সাথে সাথে পেয়ে যাবেন ১০০০ টাকা। লিংকঃ  [URL] ,266,1,25,25,4,1,0,3,1,0,0,1,1,25,25,4,1,0,3,1,0,0,1
promo,বিশাল সেভিংস! হোম ডেকোরেশন আইটেমে ৪৫% পর্যন্ত ছাড়। শুধু আজ!,Bengali,0,1,বিশাল সেভিংস! হোম ডেকোরেশন আইটেমে ৪৫% পর্যন্ত ছাড়। শুধু আজ!,বিশাল সেভিংস! হোম ডেকোরেশন আইটেমে ৪৫% পর্যন্ত ছাড়। শুধু আজ!,[],0,0,0,0,0,0,0,0,0,0,0,0,বিশাল সেভিংস! হোম ডেকোরেশন আইটেমে ৪৫% পর্যন্ত ছাড়। শুধু আজ!,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,"আজকে নতুন রেস্টুরেন্টে খেতে গিয়েছিলাম। খাবারের স্বাদ বেশ ভালো, দামও খুব বেশি না। ভাবছি আবারও যাবো।",Bengali,0,0,"আজকে নতুন রেস্টুরেন্টে খেতে গিয়েছিলাম। খাবারের স্বাদ বেশ ভালো, দামও খুব বেশি না। ভাবছি আবারও যাবো।","আজকে নতুন রেস্টুরেন্টে খেতে গিয়েছিলাম। খাবারের স্বাদ বেশ ভালো, দামও খুব বেশি না। ভাবছি আবারও যাবো।",[],0,0,0,0,0,0,0,0,0,0,0,0,"আজকে নতুন রেস্টুরেন্টে খেতে গিয়েছিলাম। খাবারের স্বাদ বেশ ভালো, দামও খুব বেশি না। ভাবছি আবারও যাবো।",99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smish,সোনালী ব্যাংক অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। জরুরি ভিত্তিতে বিস্তারিত জানতে এখানে ক্লিক করুন: https://wa.me/8801819876543,Bengali,1,2,সোনালী ব্যাংক অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। জরুরি ভিত্তিতে বিস্তারিত জানতে এখানে ক্লিক করুন: https://wa.me/8801819876543,সোনালী ব্যাংক অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। জরুরি ভিত্তিতে বিস্তারিত জানতে এখানে ক্লিক করুন: https://wa.me/8801819876543,['https://wa.me/8801819876543'],1,1,27,27,13,1,0,3,1,0,0,0,সোনালী ব্যাংক অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। জরুরি ভিত্তিতে বিস্তারিত জানতে এখানে ক্লিক করুন:  [URL] ,103,1,27,27,13,1,0,3,1,0,0,0,1,27,27,13,1,0,3,1,0,0,0
smish,নগদ অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। কল করুন: +8801812122134,Bengali,0,2,নগদ অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। কল করুন: +8801812122134,নগদ অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। কল করুন: +8801812122134,[],0,0,0,0,0,0,0,0,0,0,0,0,নগদ অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। কল করুন: +8801812122134,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smish,বাংলাদেশ ব্যাংক অ্যাকাউন্ট আপডেট করতে এখানে ক্লিক করুন: https://wa.me/8801914567890,Bengali,1,2,বাংলাদেশ ব্যাংক অ্যাকাউন্ট আপডেট করতে এখানে ক্লিক করুন: https://wa.me/8801914567890,বাংলাদেশ ব্যাংক অ্যাকাউন্ট আপডেট করতে এখানে ক্লিক করুন: https://wa.me/8801914567890,['https://wa.me/8801914567890'],1,1,27,27,13,1,0,3,1,0,0,0,বাংলাদেশ ব্যাংক অ্যাকাউন্ট আপডেট করতে এখানে ক্লিক করুন:  [URL] ,63,1,27,27,13,1,0,3,1,0,0,0,1,27,27,13,1,0,3,1,0,0,0
normal,"কাল রাতে নতুন সিনেমাটা দেখলাম। গল্পটা দারুণ ছিল, একেবারে মন ছুঁয়ে গেছে। আবার দেখতে ইচ্ছে করছে।",Bengali,0,0,"কাল রাতে নতুন সিনেমাটা দেখলাম। গল্পটা দারুণ ছিল, একেবারে মন ছুঁয়ে গেছে। আবার দেখতে ইচ্ছে করছে।","কাল রাতে নতুন সিনেমাটা দেখলাম। গল্পটা দারুণ ছিল, একেবারে মন ছুঁয়ে গেছে। আবার দেখতে ইচ্ছে করছে।",[],0,0,0,0,0,0,0,0,0,0,0,0,"কাল রাতে নতুন সিনেমাটা দেখলাম। গল্পটা দারুণ ছিল, একেবারে মন ছুঁয়ে গেছে। আবার দেখতে ইচ্ছে করছে।",95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
promo,বাংলালিংকের সাপ্তাহিক ক্যাশব্যাক অফার – ২০০ টাকার রিচার্জে পান ৫০ টাকা বোনাস। রিচার্জ করতে আপনার নিকটস্থ দোকানে যান।,Bengali,0,1,বাংলালিংকের সাপ্তাহিক ক্যাশব্যাক অফার – ২০০ টাকার রিচার্জে পান ৫০ টাকা বোনাস। রিচার্জ করতে আপনার নিকটস্থ দোকানে যান।,বাংলালিংকের সাপ্তাহিক ক্যাশব্যাক অফার - ২০০ টাকার রিচার্জে পান ৫০ টাকা বোনাস। রিচার্জ করতে আপনার নিকটস্থ দোকানে যান।,[],0,0,0,0,0,0,0,0,0,0,0,0,বাংলালিংকের সাপ্তাহিক ক্যাশব্যাক অফার - ২০০ টাকার রিচার্জে পান ৫০ টাকা বোনাস। রিচার্জ করতে আপনার নিকটস্থ দোকানে যান।,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
promo,"মে-২৪
রিচার্জ:0৳
খরচ:
ডেটা:287৳
ভয়েস:101৳
অন্যান্য:0৳",Bengali,0,1,"মে-২৪
রিচার্জ:0৳
খরচ:
ডেটা:287৳
ভয়েস:101৳
অন্যান্য:0৳",মে-২৪ রিচার্জ:0৳ খরচ: ডেটা:287৳ ভয়েস:101৳ অন্যান্য:0৳,[],0,0,0,0,0,0,0,0,0,0,0,0,মে-২৪ রিচার্জ:0৳ খরচ: ডেটা:287৳ ভয়েস:101৳ অন্যান্য:0৳,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smish,প্রিয়জনের মুখে হাসি ফুটাতে ডায়াল *213*6551# চার্জ ৮২.৬৭ প্রতিদিন,Bengali,0,2,প্রিয়জনের মুখে হাসি ফুটাতে ডায়াল *213*6551# চার্জ ৮২.৬৭ প্রতিদিন,প্রিয়জনের মুখে হাসি ফুটাতে ডায়াল *213*6551# চার্জ ৮২.৬৭ প্রতিদিন,[],0,0,0,0,0,0,0,0,0,0,0,0,প্রিয়জনের মুখে হাসি ফুটাতে ডায়াল *213*6551# চার্জ ৮২.৬৭ প্রতিদিন,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,কেমন চলছে তোমার দিন?,Bengali,0,0,কেমন চলছে তোমার দিন?,কেমন চলছে তোমার দিন?,[],0,0,0,0,0,0,0,0,0,0,0,0,কেমন চলছে তোমার দিন?,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
promo,Robi eShop থেকে ল্যাপটপ কিনলে ফ্রি ব্যাগ ও মাউস পাচ্ছেন। সীমিত সময়ের অফার।,Bengali,0,1,Robi eShop থেকে ল্যাপটপ কিনলে ফ্রি ব্যাগ ও মাউস পাচ্ছেন। সীমিত সময়ের অফার।,Robi eShop থেকে ল্যাপটপ কিনলে ফ্রি ব্যাগ ও মাউস পাচ্ছেন। সীমিত সময়ের অফার।,[],0,0,0,0,0,0,0,0,0,0,0,0,Robi eShop থেকে ল্যাপটপ কিনলে ফ্রি ব্যাগ ও মাউস পাচ্ছেন। সীমিত সময়ের অফার।,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
promo,Banglalink-এ আজ ১০০ টাকার রিচার্জে ২০ মিনিট ফ্রি। শর্ত প্রযোজ্য।,Bengali,0,1,Banglalink-এ আজ ১০০ টাকার রিচার্জে ২০ মিনিট ফ্রি। শর্ত প্রযোজ্য।,Banglalink-এ আজ ১০০ টাকার রিচার্জে ২০ মিনিট ফ্রি। শর্ত প্রযোজ্য।,[],0,0,0,0,0,0,0,0,0,0,0,0,Banglalink-এ আজ ১০০ টাকার রিচার্জে ২০ মিনিট ফ্রি। শর্ত প্রযোজ্য।,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smish,শাকিবের সাথে লাঞ্চ করার সুযোগ পেতে আজই আইপিএলে বাজি ধরুন। শুরু করুন: ebayisapidlld.altervista.org/,Bengali,1,2,শাকিবের সাথে লাঞ্চ করার সুযোগ পেতে আজই আইপিএলে বাজি ধরুন। শুরু করুন: ebayisapidlld.altervista.org/,শাকিবের সাথে লাঞ্চ করার সুযোগ পেতে আজই আইপিএলে বাজি ধরুন। শুরু করুন: ebayisapidlld.altervista.org/,['ebayisapidlld.altervista.org/'],1,1,29,29,0,2,0,1,0,0,0,0,শাকিবের সাথে লাঞ্চ করার সুযোগ পেতে আজই আইপিএলে বাজি ধরুন। শুরু করুন:  [URL] ,76,1,29,29,0,2,0,1,0,0,0,0,1,29,29,0,2,0,1,0,0,0,0
smish,খণ্ডকালীন জব।বেতন 5000 BDT/দিন।ঘরে বসে কাজ : wa.me/85295102105,Bengali,1,2,খণ্ডকালীন জব।বেতন 5000 BDT/দিন।ঘরে বসে কাজ : wa.me/85295102105,খণ্ডকালীন জব।বেতন 5000 BDT/দিন।ঘরে বসে কাজ : wa.me/85295102105,['wa.me/85295102105'],1,1,17,17,11,1,0,1,0,0,0,0,খণ্ডকালীন জব।বেতন 5000 BDT/দিন।ঘরে বসে কাজ :  [URL] ,52,1,17,17,11,1,0,1,0,0,0,0,1,17,17,11,1,0,1,0,0,0,0
normal,আমার নাম্বারে ০১৭৩৬৬৩৭৩৮৭ ফ্লেক্সিলোড করে দাও ৫০০ টাকা,Bengali,0,0,আমার নাম্বারে ০১৭৩৬৬৩৭৩৮৭ ফ্লেক্সিলোড করে দাও ৫০০ টাকা,আমার নাম্বারে ০১৭৩৬৬৩৭৩৮৭ ফ্লেক্সিলোড করে দাও ৫০০ টাকা,[],0,0,0,0,0,0,0,0,0,0,0,0,আমার নাম্বারে ০১৭৩৬৬৩৭৩৮৭ ফ্লেক্সিলোড করে দাও ৫০০ টাকা,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,শুভ ঈদ-উল-ফিতর!,Bengali,0,0,শুভ ঈদ-উল-ফিতর!,শুভ ঈদ-উল-ফিতর!,[],0,0,0,0,0,0,0,0,0,0,0,0,শুভ ঈদ-উল-ফিতর!,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smish,জরুরি নোটিশ: আপনার বিদ্যুৎ বিল বকেয়া। সংযোগ বিচ্ছিন্নের আগে পেমেন্ট: pay-bill.ga,Bengali,1,2,জরুরি নোটিশ: আপনার বিদ্যুৎ বিল বকেয়া। সংযোগ বিচ্ছিন্নের আগে পেমেন্ট: pay-bill.ga,জরুরি নোটিশ: আপনার বিদ্যুৎ বিল বকেয়া। সংযোগ বিচ্ছিন্নের আগে পেমেন্ট: pay-bill.ga,['pay-bill.ga'],1,1,11,11,0,1,1,0,0,0,0,0,জরুরি নোটিশ: আপনার বিদ্যুৎ বিল বকেয়া। সংযোগ বিচ্ছিন্নের আগে পেমেন্ট:  [URL] ,77,1,11,11,0,1,1,0,0,0,0,0,1,11,11,0,1,1,0,0,0,0,0
promo,"গ্রামীণফোনের মিনিট অফার এখন আরো আকর্ষণীয়! ২৭ মিনিট ২৪ ঘন্টা, নিতে রিচার্জ বা বিকাশ করুন ১৯ টাকা।",Bengali,0,1,"গ্রামীণফোনের মিনিট অফার এখন আরো আকর্ষণীয়! ২৭ মিনিট ২৪ ঘন্টা, নিতে রিচার্জ বা বিকাশ করুন ১৯ টাকা।","গ্রামীণফোনের মিনিট অফার এখন আরো আকর্ষণীয়! ২৭ মিনিট ২৪ ঘন্টা, নিতে রিচার্জ বা বিকাশ করুন ১৯ টাকা।",[],0,0,0,0,0,0,0,0,0,0,0,0,"গ্রামীণফোনের মিনিট অফার এখন আরো আকর্ষণীয়! ২৭ মিনিট ২৪ ঘন্টা, নিতে রিচার্জ বা বিকাশ করুন ১৯ টাকা।",97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smish,"আপনার লোন অনুমোদিত হয়েছে! মাত্র ৫% সুদে ৫,০০,০০০ টাকা লোন পেতে এখনই এই লিঙ্কে ক্লিক করুন",Bengali,0,2,"আপনার লোন অনুমোদিত হয়েছে! মাত্র ৫% সুদে ৫,০০,০০০ টাকা লোন পেতে এখনই এই লিঙ্কে ক্লিক করুন","আপনার লোন অনুমোদিত হয়েছে! মাত্র ৫% সুদে ৫,০০,০০০ টাকা লোন পেতে এখনই এই লিঙ্কে ক্লিক করুন",[],0,0,0,0,0,0,0,0,0,0,0,0,"আপনার লোন অনুমোদিত হয়েছে! মাত্র ৫% সুদে ৫,০০,০০০ টাকা লোন পেতে এখনই এই লিঙ্কে ক্লিক করুন",89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
promo,নতুন কালেকশন এসেছে! কে ও কে সালোয়ার কামিজে ৩৫% ছাড়।,Bengali,0,1,নতুন কালেকশন এসেছে! কে ও কে সালোয়ার কামিজে ৩৫% ছাড়।,নতুন কালেকশন এসেছে! কে ও কে সালোয়ার কামিজে ৩৫% ছাড়।,[],0,0,0,0,0,0,0,0,0,0,0,0,নতুন কালেকশন এসেছে! কে ও কে সালোয়ার কামিজে ৩৫% ছাড়।,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
