label,text,source,has_url,label_id,text_original,text_normalized,urls,url_count,url_count.1,url_total_length,url_max_length,url_digit_count,url_dot_count,url_hyphen_count,url_slash_count,url_has_https,url_has_ip,url_has_at,url_is_shortened,text_for_model,character_length,url_count.2,url_total_length.1,url_max_length.1,url_digit_count.1,url_dot_count.1,url_hyphen_count.1,url_slash_count.1,url_has_https.1,url_has_ip.1,url_has_at.1,url_is_shortened.1,text_unicode,text_clean,phone_count,has_phone,digit_count,number_count,has_digits,char_count,word_count,exclamation_count,question_count,comma_count,dot_count,colon_count,special_char_count,currency_count,has_currency,security_keyword_count,has_security_keyword,bangla_char_count,english_char_count,bangla_ratio,english_ratio,has_bangla,has_english,scaled_url_count,scaled_url_total_length,scaled_url_max_length,scaled_url_digit_count,scaled_url_dot_count,scaled_url_hyphen_count,scaled_url_slash_count,scaled_url_has_https,scaled_url_has_ip,scaled_url_has_at,scaled_url_is_shortened,scaled_phone_count,scaled_has_phone,scaled_digit_count,scaled_number_count,scaled_has_digits,scaled_char_count,scaled_word_count,scaled_exclamation_count,scaled_question_count,scaled_comma_count,scaled_dot_count,scaled_colon_count,scaled_special_char_count,scaled_currency_count,scaled_has_currency,scaled_security_keyword_count,scaled_has_security_keyword,scaled_bangla_char_count,scaled_english_char_count,scaled_bangla_ratio,scaled_english_ratio,scaled_has_bangla,scaled_has_english,scaled_url_count,scaled_url_total_length,scaled_url_max_length,scaled_url_digit_count,scaled_url_dot_count,scaled_url_hyphen_count,scaled_url_slash_count,scaled_url_has_https,scaled_url_has_ip,scaled_url_has_at,scaled_url_is_shortened,scaled_phone_count,scaled_has_phone,scaled_digit_count,scaled_number_count,scaled_has_digits,scaled_char_count,scaled_word_count,scaled_exclamation_count,scaled_question_count,scaled_comma_count,scaled_dot_count,scaled_colon_count,scaled_special_char_count,scaled_currency_count,scaled_has_currency,scaled_security_keyword_count,scaled_has_security_keyword,scaled_bangla_char_count,scaled_english_char_count,scaled_bangla_ratio,scaled_english_ratio,scaled_has_bangla,scaled_has_english
promo,Shohoz Rides আজ সব রাইডে ২০% ডিসকাউন্ট দিচ্ছে। নিরাপদ ভ্রমণের জন্য এখনই বুক করুন।,Bengali,0,1,Shohoz Rides আজ সব রাইডে ২০% ডিসকাউন্ট দিচ্ছে। নিরাপদ ভ্রমণের জন্য এখনই বুক করুন।,Shohoz Rides আজ সব রাইডে ২০% ডিসকাউন্ট দিচ্ছে। নিরাপদ ভ্রমণের জন্য এখনই বুক করুন।,[],0,0,0,0,0,0,0,0,0,0,0,0,Shohoz Rides আজ সব রাইডে ২০% ডিসকাউন্ট দিচ্ছে। নিরাপদ ভ্রমণের জন্য এখনই বুক করুন।,81,0,0,0,0,0,0,0,0,0,0,0,Shohoz Rides আজ সব রাইডে ২০% ডিসকাউন্ট দিচ্ছে। নিরাপদ ভ্রমণের জন্য এখনই বুক করুন।,Shohoz Rides আজ সব রাইডে ২০% ডিসকাউন্ট দিচ্ছে। নিরাপদ ভ্রমণের জন্য এখনই বুক করুন।,0,0,2,1,1,81,14,0,0,0,0,0,18,0,0,0,0,54,11,0.8307692307692308,0.16923076923076924,1,1,-0.681189031411874,-0.5721846852341201,-0.5729110156203767,-0.26188258302176787,-0.6063085113476662,-0.3109926332092896,-0.45917668408121187,-0.26554250227189724,0.0,0.0,-0.3064089797673954,-0.34450613845155054,-0.3493715362257607,-0.4798250745936483,-0.16550645902150152,0.8938248154521851,-0.04720969789620992,0.1612639814147143,-0.5205196500917993,-0.3947326954900985,-0.5950596804593921,-0.6099096502850558,-0.6393186988331946,-0.37953598851462955,-0.5435498445669142,-0.6382032362707954,-0.34285209326367344,-0.38440385407024075,-0.08300039047683856,0.21738796274797698,-0.46329037954566044,0.4632903795456608,0.06330889378329174,1.125596875347411,-0.681189031411874,-0.5721846852341201,-0.5729110156203767,-0.26188258302176787,-0.6063085113476662,-0.3109926332092896,-0.45917668408121187,-0.26554250227189724,0.0,0.0,-0.3064089797673954,-0.34450613845155054,-0.3493715362257607,-0.4798250745936483,-0.16550645902150152,0.8938248154521851,-0.04720969789620992,0.1612639814147143,-0.5205196500917993,-0.3947326954900985,-0.5950596804593921,-0.6099096502850558,-0.6393186988331946,-0.37953598851462955,-0.5435498445669142,-0.6382032362707954,-0.34285209326367344,-0.38440385407024075,-0.08300039047683856,0.21738796274797698,-0.46329037954566044,0.4632903795456608,0.06330889378329174,1.125596875347411
smish,"ইউরোপীয় চ্যাম্পিয়নশিপে বাজি ধরুন এবং ২০,০০০ টাকা ক্যাশব্যাক জিতুন। যোগ দিন: smilesvoegol.servebbs.org/voegol.php",Bengali,1,2,"ইউরোপীয় চ্যাম্পিয়নশিপে বাজি ধরুন এবং ২০,০০০ টাকা ক্যাশব্যাক জিতুন। যোগ দিন: smilesvoegol.servebbs.org/voegol.php","ইউরোপীয় চ্যাম্পিয়নশিপে বাজি ধরুন এবং ২০,০০০ টাকা ক্যাশব্যাক জিতুন। যোগ দিন: smilesvoegol.servebbs.org/voegol.php",['smilesvoegol.servebbs.org/voegol.php'],1,1,36,36,0,3,0,1,0,0,0,0,"ইউরোপীয় চ্যাম্পিয়নশিপে বাজি ধরুন এবং ২০,০০০ টাকা ক্যাশব্যাক জিতুন। যোগ দিন:  [URL] ",85,1,36,36,0,3,0,1,0,0,0,0,"ইউরোপীয় চ্যাম্পিয়নশিপে বাজি ধরুন এবং ২০,০০০ টাকা ক্যাশব্যাক জিতুন। যোগ দিন: smilesvoegol.servebbs.org/voegol.php","ইউরোপীয় চ্যাম্পিয়নশিপে বাজি ধরুন এবং ২০,০০০ টাকা ক্যাশব্যাক জিতুন। যোগ দিন: smilesvoegol.servebbs.org/voegol.php",0,0,5,1,1,114,12,0,0,1,3,1,31,1,1,0,0,64,32,0.6666666666666666,0.3333333333333333,1,1,1.3263151141019431,2.1037968998514733,2.1370347168026798,-0.26188258302176787,3.9161812780098635,-0.3109926332092896,0.6183292584231775,-0.26554250227189724,0.0,0.0,-0.3064089797673954,-0.34450613845155054,-0.3493715362257607,-0.012741468949701759,-0.16550645902150152,0.8938248154521851,0.48775804392561123,-0.04550058592699241,-0.5205196500917993,-0.3947326954900985,0.6523248379931412,3.2417466706327542,0.8099965415081198,0.3191406347741726,0.8674266949565264,1.5668989800855393,-0.34285209326367344,-0.38440385407024075,0.14056517742045221,1.7711507046443535,-1.5810945323302688,1.5810945323302683,0.06330889378329174,1.125596875347411,1.3263151141019431,2.1037968998514733,2.1370347168026798,-0.26188258302176787,3.9161812780098635,-0.3109926332092896,0.6183292584231775,-0.26554250227189724,0.0,0.0,-0.3064089797673954,-0.34450613845155054,-0.3493715362257607,-0.012741468949701759,-0.16550645902150152,0.8938248154521851,0.48775804392561123,-0.04550058592699241,-0.5205196500917993,-0.3947326954900985,0.6523248379931412,3.2417466706327542,0.8099965415081198,0.3191406347741726,0.8674266949565264,1.5668989800855393,-0.34285209326367344,-0.38440385407024075,0.14056517742045221,1.7711507046443535,-1.5810945323302688,1.5810945323302683,0.06330889378329174,1.125596875347411
smish,"আপনার জন্য ৮500 বিনামূল্যে।
এটি এখানে পান: https://cutt
.ly/betvi",Bengali,0,2,"আপনার জন্য ৮500 বিনামূল্যে।
এটি এখানে পান: https://cutt
.ly/betvi",আপনার জন্য ৮500 বিনামূল্যে। এটি এখানে পান: https://cutt .ly/betvi,[],0,0,0,0,0,0,0,0,0,0,0,0,আপনার জন্য ৮500 বিনামূল্যে। এটি এখানে পান: https://cutt .ly/betvi,65,0,0,0,0,0,0,0,0,0,0,0,"আপনার জন্য ৮500 বিনামূল্যে।
এটি এখানে পান: https://cutt
.ly/betvi",আপনার জন্য ৮500 বিনামূল্যে। এটি এখানে পান: https://cutt .ly/betvi,0,0,4,1,1,65,9,0,0,0,1,2,18,0,0,0,0,31,16,0.6595744680851063,0.3404255319148936,1,1,-0.681189031411874,-0.5721846852341201,-0.5729110156203767,-0.26188258302176787,-0.6063085113476662,-0.3109926332092896,-0.45917668408121187,-0.26554250227189724,0.0,0.0,-0.3064089797673954,-0.34450613845155054,-0.3493715362257607,-0.16843600416435062,-0.16550645902150152,0.8938248154521851,-0.3065879969613353,-0.3556474369395524,-0.5205196500917993,-0.3947326954900985,-0.5950596804593921,0.6739757900208809,2.2593117818494344,-0.37953598851462955,-0.5435498445669142,-0.6382032362707954,-0.34285209326367344,-0.38440385407024075,-0.5972011966406073,0.5873314727233047,-1.6294038873375822,1.629403887337582,0.06330889378329174,1.125596875347411,-0.681189031411874,-0.5721846852341201,-0.5729110156203767,-0.26188258302176787,-0.6063085113476662,-0.3109926332092896,-0.45917668408121187,-0.26554250227189724,0.0,0.0,-0.3064089797673954,-0.34450613845155054,-0.3493715362257607,-0.16843600416435062,-0.16550645902150152,0.8938248154521851,-0.3065879969613353,-0.3556474369395524,-0.5205196500917993,-0.3947326954900985,-0.5950596804593921,0.6739757900208809,2.2593117818494344,-0.37953598851462955,-0.5435498445669142,-0.6382032362707954,-0.34285209326367344,-0.38440385407024075,-0.5972011966406073,0.5873314727233047,-1.6294038873375822,1.629403887337582,0.06330889378329174,1.125596875347411
promo,মাত্র ৯৭৳ ৩০দিন বিশ্বকাপ ক্রিকেট + ১জিবি ডাটা নিতে: cutt.ly/YwmtpRRj,Bengali,1,1,মাত্র ৯৭৳ ৩০দিন বিশ্বকাপ ক্রিকেট + ১জিবি ডাটা নিতে: cutt.ly/YwmtpRRj,মাত্র ৯৭৳ ৩০দিন বিশ্বকাপ ক্রিকেট + ১জিবি ডাটা নিতে: cutt.ly/YwmtpRRj,['cutt.ly/YwmtpRRj'],1,1,16,16,0,1,0,1,0,0,0,1,মাত্র ৯৭৳ ৩০দিন বিশ্বকাপ ক্রিকেট + ১জিবি ডাটা নিতে:  [URL] ,59,1,16,16,0,1,0,1,0,0,0,1,মাত্র ৯৭৳ ৩০দিন বিশ্বকাপ ক্রিকেট + ১জিবি ডাটা নিতে: cutt.ly/YwmtpRRj,মাত্র ৯৭৳ ৩০দিন বিশ্বকাপ ক্রিকেট + ১জিবি ডাটা নিতে: cutt.ly/YwmtpRRj,0,0,5,3,1,68,10,0,0,0,1,1,20,1,1,0,0,41,14,0.7454545454545455,0.2545454545454545,1,1,1.3263151141019431,0.6171404636928103,0.6315093099009818,-0.26188258302176787,0.9011880851048436,-0.3109926332092896,0.6183292584231775,-0.26554250227189724,0.0,0.0,3.2636119240341177,-0.34450613845155054,-0.3493715362257607,-0.012741468949701759,0.9782002440098396,0.8938248154521851,-0.2579545658866243,-0.2522651532686991,-0.5205196500917993,-0.3947326954900985,-0.5950596804593921,0.6739757900208809,0.8099965415081198,-0.27204727723942923,0.8674266949565264,1.5668989800855393,-0.34285209326367344,-0.38440385407024075,-0.3736356287433166,0.4393540687331736,-1.0444215157944765,1.0444215157944765,0.06330889378329174,1.125596875347411,1.3263151141019431,0.6171404636928103,0.6315093099009818,-0.26188258302176787,0.9011880851048436,-0.3109926332092896,0.6183292584231775,-0.26554250227189724,0.0,0.0,3.2636119240341177,-0.34450613845155054,-0.3493715362257607,-0.012741468949701759,0.9782002440098396,0.8938248154521851,-0.2579545658866243,-0.2522651532686991,-0.5205196500917993,-0.3947326954900985,-0.5950596804593921,0.6739757900208809,0.8099965415081198,-0.27204727723942923,0.8674266949565264,1.5668989800855393,-0.34285209326367344,-0.38440385407024075,-0.3736356287433166,0.4393540687331736,-1.0444215157944765,1.0444215157944765,0.06330889378329174,1.125596875347411
smish,"আয় করুন 
https://midgerelativelyhoax.com/wukj2e6w?key=c365cd811b55b1d2a541dfadf1d4f7de",Bengali,1,2,"আয় করুন 
https://midgerelativelyhoax.com/wukj2e6w?key=c365cd811b55b1d2a541dfadf1d4f7de",আয় করুন https://midgerelativelyhoax.com/wukj2e6w?key=c365cd811b55b1d2a541dfadf1d4f7de,['https://midgerelativelyhoax.com/wukj2e6w?key=c365cd811b55b1d2a541dfadf1d4f7de'],1,1,77,77,18,1,0,3,1,0,0,0,আয় করুন  [URL] ,16,1,77,77,18,1,0,3,1,0,0,0,"আয় করুন 
https://midgerelativelyhoax.com/wukj2e6w?key=c365cd811b55b1d2a541dfadf1d4f7de",আয় করুন https://midgerelativelyhoax.com/wukj2e6w?key=c365cd811b55b1d2a541dfadf1d4f7de,0,0,18,11,1,86,3,0,1,0,1,1,9,0,0,0,0,7,52,0.11864406779661017,0.8813559322033898,1,1,1.3263151141019431,5.151442593976733,5.223361800951161,6.190732536350644,0.9011880851048436,-0.3109926332092896,2.7733411434319564,3.7658754867650877,0.0,0.0,-0.3064089797673954,-0.34450613845155054,-0.3493715362257607,2.011287488840733,5.553027056135204,0.8938248154521851,0.03384602056164177,-0.9759411389646725,-0.5205196500917993,1.987930924275436,-0.5950596804593921,0.6739757900208809,0.8099965415081198,-0.863235189253031,-0.5435498445669142,-0.6382032362707954,-0.34285209326367344,-0.38440385407024075,-1.1337585595941053,3.2509247445456646,-5.314015709929289,5.314015709929289,0.06330889378329174,1.125596875347411,1.3263151141019431,5.151442593976733,5.223361800951161,6.190732536350644,0.9011880851048436,-0.3109926332092896,2.7733411434319564,3.7658754867650877,0.0,0.0,-0.3064089797673954,-0.34450613845155054,-0.3493715362257607,2.011287488840733,5.553027056135204,0.8938248154521851,0.03384602056164177,-0.9759411389646725,-0.5205196500917993,1.987930924275436,-0.5950596804593921,0.6739757900208809,0.8099965415081198,-0.863235189253031,-0.5435498445669142,-0.6382032362707954,-0.34285209326367344,-0.38440385407024075,-1.1337585595941053,3.2509247445456646,-5.314015709929289,5.314015709929289,0.06330889378329174,1.125596875347411
normal,পাখিরা গাছে খুব সুন্দর গান গায়।,Bengali,0,0,পাখিরা গাছে খুব সুন্দর গান গায়।,পাখিরা গাছে খুব সুন্দর গান গায়।,[],0,0,0,0,0,0,0,0,0,0,0,0,পাখিরা গাছে খুব সুন্দর গান গায়।,32,0,0,0,0,0,0,0,0,0,0,0,পাখিরা গাছে খুব সুন্দর গান গায়।,পাখিরা গাছে খুব সুন্দর গান গায়।,0,0,0,0,0,32,6,0,0,0,0,0,12,0,0,0,0,26,0,1.0,0.0,1,0,-0.681189031411874,-0.5721846852341201,-0.5729110156203767,-0.26188258302176787,-0.6063085113476662,-0.3109926332092896,-0.45917668408121187,-0.26554250227189724,0.0,0.0,-0.3064089797673954,-0.34450613845155054,-0.3493715362257607,-0.791214145022946,-0.737359810537172,-1.1187874656334094,-0.8415557387831565,-0.6657942879521125,-0.5205196500917993,-0.3947326954900985,-0.5950596804593921,-0.6099096502850558,-0.6393186988331946,-0.7020021223402305,-0.5435498445669142,-0.6382032362707954,-0.34285209326367344,-0.38440385407024075,-0.7089839805892527,-0.596487759197744,0.689445153013466,-0.689445153013466,0.06330889378329174,-0.8884175337563495,-0.681189031411874,-0.5721846852341201,-0.5729110156203767,-0.26188258302176787,-0.6063085113476662,-0.3109926332092896,-0.45917668408121187,-0.26554250227189724,0.0,0.0,-0.3064089797673954,-0.34450613845155054,-0.3493715362257607,-0.791214145022946,-0.737359810537172,-1.1187874656334094,-0.8415557387831565,-0.6657942879521125,-0.5205196500917993,-0.3947326954900985,-0.5950596804593921,-0.6099096502850558,-0.6393186988331946,-0.7020021223402305,-0.5435498445669142,-0.6382032362707954,-0.34285209326367344,-0.38440385407024075,-0.7089839805892527,-0.596487759197744,0.689445153013466,-0.689445153013466,0.06330889378329174,-0.8884175337563495
smish,"নগদ অ্যাকাউন্টে ১০,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে কল করুন: +8801817677789",Bengali,0,2,"নগদ অ্যাকাউন্টে ১০,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে কল করুন: +8801817677789","নগদ অ্যাকাউন্টে ১০,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে কল করুন: +8801817677789",[],0,0,0,0,0,0,0,0,0,0,0,0,"নগদ অ্যাকাউন্টে ১০,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে কল করুন: +8801817677789",79,0,0,0,0,0,0,0,0,0,0,0,"নগদ অ্যাকাউন্টে ১০,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে কল করুন: +8801817677789","নগদ অ্যাকাউন্টে ১০,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে কল করুন: +8801817677789",1,1,18,2,1,79,11,0,0,1,0,1,22,1,1,1,1,52,0,1.0,0.0,1,0,-0.681189031411874,-0.5721846852341201,-0.5729110156203767,-0.26188258302176787,-0.6063085113476662,-0.3109926332092896,-0.45917668408121187,-0.26554250227189724,0.0,0.0,-0.3064089797673954,2.7375934216239286,2.862282402289948,2.011287488840733,0.40634689249416905,0.8938248154521851,-0.0796319852793506,-0.14888286959784575,-0.5205196500917993,-0.3947326954900985,0.6523248379931412,-0.6099096502850558,0.8099965415081198,-0.16455856596422888,0.8674266949565264,1.5668989800855393,1.3494523276732762,2.6014307333590714,-0.12771350405629672,-0.596487759197744,0.689445153013466,-0.689445153013466,0.06330889378329174,-0.8884175337563495,-0.681189031411874,-0.5721846852341201,-0.5729110156203767,-0.26188258302176787,-0.6063085113476662,-0.3109926332092896,-0.45917668408121187,-0.26554250227189724,0.0,0.0,-0.3064089797673954,2.7375934216239286,2.862282402289948,2.011287488840733,0.40634689249416905,0.8938248154521851,-0.0796319852793506,-0.14888286959784575,-0.5205196500917993,-0.3947326954900985,0.6523248379931412,-0.6099096502850558,0.8099965415081198,-0.16455856596422888,0.8674266949565264,1.5668989800855393,1.3494523276732762,2.6014307333590714,-0.12771350405629672,-0.596487759197744,0.689445153013466,-0.689445153013466,0.06330889378329174,-0.8884175337563495
normal,"০১৮৭৩৮২৭৩৮৪ এই নাম্বারে কল করুন, জরুরি।",Bengali,0,0,"০১৮৭৩৮২৭৩৮৪ এই নাম্বারে কল করুন, জরুরি।","০১৮৭৩৮২৭৩৮৪ এই নাম্বারে কল করুন, জরুরি।",[],0,0,0,0,0,0,0,0,0,0,0,0,"০১৮৭৩৮২৭৩৮৪ এই নাম্বারে কল করুন, জরুরি।",39,0,0,0,0,0,0,0,0,0,0,0,"০১৮৭৩৮২৭৩৮৪ এই নাম্বারে কল করুন, জরুরি।","০১৮৭৩৮২৭৩৮৪ এই নাম্বারে কল করুন, জরুরি।",0,0,11,1,1,39,6,0,0,1,0,0,9,0,0,0,0,32,0,1.0,0.0,1,0,-0.681189031411874,-0.5721846852341201,-0.5729110156203767,-0.26188258302176787,-0.6063085113476662,-0.3109926332092896,-0.45917668408121187,-0.26554250227189724,0.0,0.0,-0.3064089797673954,-0.34450613845155054,-0.3493715362257607,0.9214257423381913,-0.16550645902150152,0.8938248154521851,-0.7280777329421642,-0.6657942879521125,-0.5205196500917993,-0.3947326954900985,0.6523248379931412,-0.6099096502850558,-0.6393186988331946,-0.863235189253031,-0.5435498445669142,-0.6382032362707954,-0.34285209326367344,-0.38440385407024075,-0.5748446398508783,-0.596487759197744,0.689445153013466,-0.689445153013466,0.06330889378329174,-0.8884175337563495,-0.681189031411874,-0.5721846852341201,-0.5729110156203767,-0.26188258302176787,-0.6063085113476662,-0.3109926332092896,-0.45917668408121187,-0.26554250227189724,0.0,0.0,-0.3064089797673954,-0.34450613845155054,-0.3493715362257607,0.9214257423381913,-0.16550645902150152,0.8938248154521851,-0.7280777329421642,-0.6657942879521125,-0.5205196500917993,-0.3947326954900985,0.6523248379931412,-0.6099096502850558,-0.6393186988331946,-0.863235189253031,-0.5435498445669142,-0.6382032362707954,-0.34285209326367344,-0.38440385407024075,-0.5748446398508783,-0.596487759197744,0.689445153013466,-0.689445153013466,0.06330889378329174,-0.8884175337563495
smish,"ডাচ্-বাংলা ব্যাংক সতর্কতা: আপনার অ্যাকাউন্টে ২,০০,০০০ টাকার ফান্ড হোল্ড করা হয়েছে। এটি মুক্ত করতে এখনই dbbl-fundrelease.org ভিজিট করুন।",Bengali,1,2,"ডাচ্-বাংলা ব্যাংক সতর্কতা: আপনার অ্যাকাউন্টে ২,০০,০০০ টাকার ফান্ড হোল্ড করা হয়েছে। এটি মুক্ত করতে এখনই dbbl-fundrelease.org ভিজিট করুন।","ডাচ্-বাংলা ব্যাংক সতর্কতা: আপনার অ্যাকাউন্টে ২,০০,০০০ টাকার ফান্ড হোল্ড করা হয়েছে। এটি মুক্ত করতে এখনই dbbl-fundrelease.org ভিজিট করুন।",['dbbl-fundrelease.org'],1,1,20,20,0,1,1,0,0,0,0,0,"ডাচ্-বাংলা ব্যাংক সতর্কতা: আপনার অ্যাকাউন্টে ২,০০,০০০ টাকার ফান্ড হোল্ড করা হয়েছে। এটি মুক্ত করতে এখনই  [URL]  ভিজিট করুন।",123,1,20,20,0,1,1,0,0,0,0,0,"ডাচ্-বাংলা ব্যাংক সতর্কতা: আপনার অ্যাকাউন্টে ২,০০,০০০ টাকার ফান্ড হোল্ড করা হয়েছে। এটি মুক্ত করতে এখনই dbbl-fundrelease.org ভিজিট করুন।","ডাচ্-বাংলা ব্যাংক সতর্কতা: আপনার অ্যাকাউন্টে ২,০০,০০০ টাকার ফান্ড হোল্ড করা হয়েছে। এটি মুক্ত করতে এখনই dbbl-fundrelease.org ভিজিট করুন।",0,0,6,2,1,136,18,0,0,2,1,1,41,1,1,1,1,93,18,0.8378378378378378,0.16216216216216217,1,1,1.3263151141019431,0.9144717509245429,0.9326143912813214,-0.26188258302176787,0.9011880851048436,2.574327908232453,-0.45917668408121187,-0.26554250227189724,0.0,0.0,-0.3064089797673954,-0.34450613845155054,-0.3493715362257607,0.14295306626494708,0.40634689249416905,0.8938248154521851,0.8444032051401587,0.5747931160981277,-0.5205196500917993,-0.3947326954900985,1.8997093564456744,0.6739757900208809,0.8099965415081198,0.8565841911501743,0.8674266949565264,1.5668989800855393,1.3494523276732762,2.6014307333590714,0.7889053243225955,0.7353088767134358,-0.41514172093754004,0.41514172093754004,0.06330889378329174,1.125596875347411,1.3263151141019431,0.9144717509245429,0.9326143912813214,-0.26188258302176787,0.9011880851048436,2.574327908232453,-0.45917668408121187,-0.26554250227189724,0.0,0.0,-0.3064089797673954,-0.34450613845155054,-0.3493715362257607,0.14295306626494708,0.40634689249416905,0.8938248154521851,0.8444032051401587,0.5747931160981277,-0.5205196500917993,-0.3947326954900985,1.8997093564456744,0.6739757900208809,0.8099965415081198,0.8565841911501743,0.8674266949565264,1.5668989800855393,1.3494523276732762,2.6014307333590714,0.7889053243225955,0.7353088767134358,-0.41514172093754004,0.41514172093754004,0.06330889378329174,1.125596875347411
promo,"পূর্বাচল সংলগ্ন নাভানা'র ৩,৫ ও ১০ কাঠার প্লট কিনুন – ০১৮৪৭-২১৪০১৯",Bengali,0,1,"পূর্বাচল সংলগ্ন নাভানা'র ৩,৫ ও ১০ কাঠার প্লট কিনুন – ০১৮৪৭-২১৪০১৯","পূর্বাচল সংলগ্ন নাভানা'র ৩,৫ ও ১০ কাঠার প্লট কিনুন - ০১৮৪৭-২১৪০১৯",[],0,0,0,0,0,0,0,0,0,0,0,0,"পূর্বাচল সংলগ্ন নাভানা'র ৩,৫ ও ১০ কাঠার প্লট কিনুন - ০১৮৪৭-২১৪০১৯",65,0,0,0,0,0,0,0,0,0,0,0,"পূর্বাচল সংলগ্ন নাভানা'র ৩,৫ ও ১০ কাঠার প্লট কিনুন – ০১৮৪৭-২১৪০১৯","পূর্বাচল সংলগ্ন নাভানা'র ৩,৫ ও ১০ কাঠার প্লট কিনুন – ০১৮৪৭-২১৪০১৯",0,0,15,4,1,65,11,0,0,1,0,0,17,0,0,0,0,51,0,1.0,0.0,1,0,-0.681189031411874,-0.5721846852341201,-0.5729110156203767,-0.26188258302176787,-0.6063085113476662,-0.3109926332092896,-0.45917668408121187,-0.26554250227189724,0.0,0.0,-0.3064089797673954,-0.34450613845155054,-0.3493715362257607,1.5442038831967868,1.5500535955255104,0.8938248154521851,-0.3065879969613353,-0.14888286959784575,-0.5205196500917993,-0.3947326954900985,0.6523248379931412,-0.6099096502850558,-0.6393186988331946,-0.4332803441522297,-0.5435498445669142,-0.6382032362707954,-0.34285209326367344,-0.38440385407024075,-0.1500700608460258,-0.596487759197744,0.689445153013466,-0.689445153013466,0.06330889378329174,-0.8884175337563495,-0.681189031411874,-0.5721846852341201,-0.5729110156203767,-0.26188258302176787,-0.6063085113476662,-0.3109926332092896,-0.45917668408121187,-0.26554250227189724,0.0,0.0,-0.3064089797673954,-0.34450613845155054,-0.3493715362257607,1.5442038831967868,1.5500535955255104,0.8938248154521851,-0.3065879969613353,-0.14888286959784575,-0.5205196500917993,-0.3947326954900985,0.6523248379931412,-0.6099096502850558,-0.6393186988331946,-0.4332803441522297,-0.5435498445669142,-0.6382032362707954,-0.34285209326367344,-0.38440385407024075,-0.1500700608460258,-0.596487759197744,0.689445153013466,-0.689445153013466,0.06330889378329174,-0.8884175337563495
promo,পিজা হাটে কম্বো অফার! ২টি পিজা + ২টি কোক = ৭৯৯ টাকা মাত্র।,Bengali,0,1,পিজা হাটে কম্বো অফার! ২টি পিজা + ২টি কোক = ৭৯৯ টাকা মাত্র।,পিজা হাটে কম্বো অফার! ২টি পিজা + ২টি কোক = ৭৯৯ টাকা মাত্র।,[],0,0,0,0,0,0,0,0,0,0,0,0,পিজা হাটে কম্বো অফার! ২টি পিজা + ২টি কোক = ৭৯৯ টাকা মাত্র।,58,0,0,0,0,0,0,0,0,0,0,0,পিজা হাটে কম্বো অফার! ২টি পিজা + ২টি কোক = ৭৯৯ টাকা মাত্র।,পিজা হাটে কম্বো অফার! ২টি পিজা + ২টি কোক = ৭৯৯ টাকা মাত্র।,0,0,5,3,1,58,13,1,0,0,0,0,20,1,1,0,0,42,0,1.0,0.0,1,0,-0.681189031411874,-0.5721846852341201,-0.5729110156203767,-0.26188258302176787,-0.6063085113476662,-0.3109926332092896,-0.45917668408121187,-0.26554250227189724,0.0,0.0,-0.3064089797673954,-0.34450613845155054,-0.3493715362257607,-0.012741468949701759,0.9782002440098396,0.8938248154521851,-0.4200660028023277,0.05788169774386094,1.7975278583170138,-0.3947326954900985,-0.5950596804593921,-0.6099096502850558,-0.6393186988331946,-0.27204727723942923,0.8674266949565264,1.5668989800855393,-0.34285209326367344,-0.38440385407024075,-0.3512790719535875,-0.596487759197744,0.689445153013466,-0.689445153013466,0.06330889378329174,-0.8884175337563495,-0.681189031411874,-0.5721846852341201,-0.5729110156203767,-0.26188258302176787,-0.6063085113476662,-0.3109926332092896,-0.45917668408121187,-0.26554250227189724,0.0,0.0,-0.3064089797673954,-0.34450613845155054,-0.3493715362257607,-0.012741468949701759,0.9782002440098396,0.8938248154521851,-0.4200660028023277,0.05788169774386094,1.7975278583170138,-0.3947326954900985,-0.5950596804593921,-0.6099096502850558,-0.6393186988331946,-0.27204727723942923,0.8674266949565264,1.5668989800855393,-0.34285209326367344,-0.38440385407024075,-0.3512790719535875,-0.596487759197744,0.689445153013466,-0.689445153013466,0.06330889378329174,-0.8884175337563495
